NetID,Capstone,ePortfolio Link,Integration3,Prompt1,Prompt2,Prompt3,Prompt4,Prompt5,Prompt6,Prompt7,Prompt8,Prompt9,Prompt10,Prompt11
lwesteme,340,20,200,20,20,20,20,0,20,20,20,20,20,0
lwilli23,311,20,188,20,20,20,20,20,20,20,20,20,0,20
lwukie,340,20,200,20,20,20,20,10,20,20,20,20,20,20
lyan4,320,20,200,10,20,20,20,20,20,20,20,20,20,20
lyoo1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
madamo,326,20,188,20,20,20,20,20,20,20,20,20,20,20
maguillo,282,20,188,20,20,20,20,20,20,20,20,20,20,20
mandrea1,270,20,163,20,20,20,20,20,20,20,20,0,20,20
marendt,340,20,200,20,20,20,20,20,20,20,20,20,20,20
maubourg,340,20,200,20,20,20,20,20,20,20,0,0,20,20
mbaumbac,340,20,200,20,20,0,0,20,20,20,20,20,20,20
mbeinlic,326,20,180,20,20,20,20,20,20,20,20,20,20,20
mbenz1,330,20,191,20,20,20,20,20,20,20,20,20,20,20
mbianco,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mblatt1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mboehner,340,20,0,20,20,20,20,20,20,20,20,20,20,20
mbond1,340,20,,20,20,20,20,20,20,20,20,20,20,0
mbrannan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mbrombac,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mbuchh,301,20,194,20,20,20,20,20,20,20,20,20,20,20
mburbano,311,20,200,20,20,20,0,20,20,20,20,20,20,20
mburns10,334,20,191,20,20,20,20,20,20,20,20,20,20,20
mbursch,334,20,200,20,20,20,20,20,20,20,20,20,20,0
mbutle13,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mbutle14,322,20,200,20,20,20,20,20,20,20,20,20,20,20
mcabrer1,326,20,200,20,20,20,20,20,20,20,20,20,20,20
mcamacho,320,10,200,20,20,20,20,20,20,20,20,20,20,20
mcarro10,330,20,186,20,20,15,20,20,20,20,20,20,20,10
mcasasga,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mcaskey,300,20,188,0,20,20,20,20,15,20,20,20,20,20
mcoffey1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mcoggins,340,20,200,10,20,20,20,20,20,20,20,20,20,20
mcole9,301,20,194,20,20,20,20,20,20,20,20,20,20,20
mcrawf10,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mcruzado,326,20,180,20,20,20,20,20,20,20,20,0,0,10
mcurlis2,334,20,200,20,20,20,20,20,20,20,20,20,20,20
mcurrie2,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mdadamio,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mdambros,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mdauria,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mdeboske,330,20,200,20,20,20,20,20,20,20,20,20,20,20
mdekold,330,20,200,20,20,20,20,20,20,20,20,20,20,20
mderane1,320,20,188,20,20,20,20,20,20,20,20,20,20,0
mdillon7,340,20,200,15,20,20,20,20,20,20,20,20,20,20
mdmochow,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mdolan5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mdomene2,320,20,190,20,20,20,20,,20,20,20,20,20,20
mdonahu4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mdonne10,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mdosch,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mdownin1,334,20,200,20,20,20,20,20,20,20,20,20,20,20
mdoyle19,340,20,195,20,20,20,20,20,20,20,20,0,20,20
mdrake2,301,20,176,20,20,20,20,20,20,20,20,20,20,20
mdrennan,316,20,180,20,20,20,20,20,20,20,20,20,20,20
mduffey1,340,20,200,20,20,20,0,20,20,20,20,20,20,20
mdugan1,340,20,188,20,20,0,20,15,20,20,0,20,0,20
mdunn8,314,20,188,20,20,20,20,20,20,20,10,20,20,20
mebberwe,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mechols,340,20,200,10,10,20,10,20,10,0,10,20,20,20
meiseman,326,20,172,20,20,20,20,20,20,20,20,20,10,20
meisenme,326,20,200,20,20,20,20,20,20,20,20,20,20,20
melliot3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
messner,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mesteve,340,20,200,20,20,20,20,20,20,20,20,20,20,20
meverett,320,18,188,20,20,20,20,20,20,20,18,18,18,18
mfarleka,334,20,194,20,20,10,20,20,20,20,20,20,20,20
mfay3,340,10,200,20,20,20,20,20,20,20,20,0,20,20
mfeldma2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mferre,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mferrel2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mfitzg15,334,20,180,20,20,20,20,20,20,20,20,20,20,0
mflanag8,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mfoley9,340,20,200,20,20,20,20,20,20,20,20,20,20,0
mfoley10,340,20,200,20,20,20,20,20,20,20,,20,20,20
mford3,325,20,195,20,20,20,20,20,20,20,20,20,20,20
mfraizer,325,15,200,20,20,20,20,20,20,20,20,20,20,20
mfreedlu,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mfrench3,340,20,200,20,20,20,20,20,20,20,20,10,0,20
mfuetter,340,20,200,20,20,20,20,20,10,20,10,20,20,20
mgaborek,340,20,198,20,20,20,20,20,20,20,20,20,20,20
mgabouer,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mgavigan,338,20,200,20,20,20,20,20,20,20,20,20,20,20
mgerber,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mgilber5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mgirod,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mgorman5,326,20,188,20,20,20,20,20,20,20,20,0,0,20
mgorski2,340,20,190,20,20,20,20,20,20,20,20,20,20,20
mgouldin,281,20,186,10,20,20,20,20,20,20,20,20,20,20
mgrady6,320,20,200,20,20,20,20,18,20,20,20,20,20,20
mgrandmo,340,20,200,20,20,20,20,20,10,0,20,20,20,20
mgray10,340,20,194,10,20,20,20,20,20,20,20,20,20,20
mgreene3,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mgregor5,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mgroark,272,20,188,20,20,20,20,20,20,20,20,20,20,20
mguggenb,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mguilfoi,330,20,190,20,20,20,20,20,20,20,20,20,20,20
mguzman4,326,20,172,10,20,20,20,20,20,20,20,,20,20
mhagan2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mhanley1,326,20,200,20,20,20,,20,20,20,20,20,20,20
mhare1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mhawit,334,20,188,20,20,20,20,20,20,20,20,20,20,20
mhawkin3,340,20,200,20,10,10,20,20,20,20,20,20,20,20
mheli,326,20,180,10,0,20,20,20,20,20,20,0,20,20
mhellick,326,20,154,20,10,20,20,20,20,20,20,20,20,20
mhepbur1,326,20,200,20,20,20,20,20,20,20,20,20,20,20
mheredi2,340,20,0,20,20,20,20,20,20,20,20,20,20,20
mhilger,305,20,185,20,20,20,20,20,20,20,20,20,20,20
mhoffm12,326,20,188,20,20,20,20,10,20,20,20,20,20,20
mholzbau,320,20,200,20,20,20,18,20,20,20,20,20,20,20
mhoran,340,20,200,20,20,20,15,20,20,20,20,20,20,20
mhorvat8,334,20,200,20,20,20,20,20,20,20,20,20,20,20
mhowat1,331,20,176,20,20,20,20,20,20,20,20,20,20,20
mhowe,320,10,180,20,20,20,20,20,20,20,20,20,20,20
minoue2,334,20,194,20,20,20,20,20,20,20,20,20,20,20
minteria,340,20,172,20,20,20,20,20,20,20,20,20,20,20
mjames11,326,20,190,0,10,0,10,20,20,10,0,20,20,20
mjennin5,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mjohns56,330,20,200,17,20,20,20,20,20,20,20,20,20,20
mjohns57,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mjorden,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mkeller6,330,20,192,20,20,20,20,20,19,20,19,18,20,20
mkelley9,340,20,190,20,20,20,20,20,20,20,20,20,20,
mkirchmi,340,20,200,20,20,20,20,20,0,20,20,20,20,20
mkirven,307,20,172,20,20,0,20,20,20,20,20,20,15,0
mknapp4,340,20,200,10,20,20,20,20,20,20,20,20,20,20
mkocher2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mkonshie,320,20,172,20,20,20,20,20,20,20,20,20,20,20
mkoshi,320,20,200,20,20,20,20,20,20,20,20,20,20,
mkozak3,330,16,192,20,20,20,20,20,18,20,19,18,19,0
mkramer7,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mkranz,320,20,188,20,20,20,20,20,20,20,20,20,20,20
mkuehl,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mlake2,334,20,200,20,20,20,20,20,20,20,20,20,20,20
mlamber7,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mlander1,322,20,180,0,20,20,18,20,20,20,20,20,20,20
mlaporte,320,20,200,20,20,20,20,20,20,20,20,0,20,20
mlarson3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mlee38,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mlee39,340,20,190,20,20,20,20,20,20,20,20,20,20,20
mlegendr,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mlegersk,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mlengwin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mleonar8,340,20,200,20,20,20,20,20,20,20,20,20,20,0
mletran,334,20,188,20,20,20,20,20,20,20,20,20,20,20
mlicursi,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mlink3,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mlyden1,334,20,188,20,20,20,20,20,20,20,20,20,20,20
mmacdon4,298,20,188,20,20,20,20,20,20,20,20,20,20,20
mmaldona,340,20,199,20,20,20,20,20,20,20,20,20,20,20
mmang,300,20,200,20,20,20,20,20,20,20,20,15,20,20
mmaransk,340,20,172,20,20,20,20,20,20,20,20,20,20,20
mmaron,325,20,200,20,20,20,20,20,20,20,20,20,20,20
mmarotta,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mmarsh11,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mmarti44,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmarti45,315,20,194,20,20,20,10,20,20,20,0,20,20,20
mmassar1,334,20,188,20,20,20,20,20,20,20,20,20,10,20
mmatara,340,20,200,20,20,20,20,20,0,20,20,20,20,10
mmatusk1,340,20,200,20,20,20,15,20,20,20,15,20,20,20
mmccabe6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmccabe7,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mmccans,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmccor14,320,20,180,20,20,20,20,20,0,20,20,20,20,20
mmccor15,325,20,195,20,20,20,20,20,20,20,20,20,20,20
mmcdon16,340,10,200,20,20,20,20,20,20,20,20,20,20,20
mmcelro2,320,20,185,20,20,20,20,20,20,20,20,20,20,20
mmcfarli,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmcghee3,326,20,200,20,20,20,20,20,20,20,20,20,20,20
mmclau21,340,20,188,20,20,20,20,20,20,20,20,20,20,20
mmerric1,326,20,188,20,20,20,20,20,20,20,20,20,20,20
mmesecar,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmetersk,335,20,200,20,20,20,20,20,20,20,20,20,20,20
mmian,340,10,188,20,20,20,20,20,20,0,20,20,20,20
mmillado,335,20,194,20,20,20,20,20,18,19,19,20,19,20
mmille50,340,20,200,0,20,20,20,20,20,20,20,20,20,20
mmille51,334,20,200,20,20,20,20,20,20,20,20,20,20,20
mmingey,340,20,200,20,20,20,20,20,20,20,0,20,20,20
mmirer,334,20,186,20,20,20,10,20,10,20,20,20,20,20
mmizraji,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmoran12,334,20,189,20,20,20,20,20,20,20,20,20,20,20
mmoreno3,334,20,200,20,20,20,20,20,20,20,20,20,20,20
mmorley1,330,20,180,20,18,20,20,20,20,20,15,10,20,20
mmoufawa,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmurph49,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mmurph50,330,20,190,17,20,20,20,20,20,20,20,20,20,20
mneal2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mnewcome,334,20,200,20,20,20,20,0,20,20,20,20,20,20
mnguye18,340,20,190,,20,20,20,20,20,20,20,20,20,20
mnieves1,302,20,194,20,10,20,10,20,15,15,20,15,0,20
mnowotar,300,20,190,20,20,20,20,20,20,20,20,20,20,20
moconn20,326,0,200,20,20,20,20,20,20,20,20,20,20,20
moleary9,317,20,195,20,20,20,20,20,20,0,20,10,20,20
molsen3,307,20,180,10,20,20,20,20,20,20,20,20,20,20
motten1,340,20,171,20,20,20,20,20,20,20,20,20,20,20
mowen,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mparson5,340,20,180,20,20,20,20,20,20,20,20,20,20,20
mpaulran,0,20,200,20,20,20,20,20,20,20,20,20,20,20
mpavloff,326,20,200,20,20,20,20,20,20,20,20,20,20,20
mpenn1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mperez19,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mperry6,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mpfaff2,340,20,198,20,20,20,20,20,20,20,20,20,20,20
mpfeiffe,320,20,200,20,20,20,20,20,20,20,20,20,20,20
mphelan5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mpiccone,310,20,190,20,20,20,20,20,20,20,20,20,0,20
mpiotrow,320,20,196,20,20,20,20,20,20,20,20,20,20,20
mpirko,326,20,200,20,20,20,20,20,20,20,20,20,0,0
mplante,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mporath,326,20,200,20,20,20,20,20,20,20,20,20,20,20
mqueal,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mquinn9,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mragnoni,340,20,200,0,20,20,20,20,20,20,20,20,20,
mramsey1,311,20,194,20,20,20,20,20,20,20,20,20,0,20
mraster,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mreisel,320,20,188,20,20,20,20,20,20,20,20,20,20,20
mrestivo,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mretoske,340,20,194,20,20,20,20,20,20,10,20,20,20,20
mriberas,340,20,197,0,20,20,20,0,20,20,20,20,20,20
mriss,331,20,188,20,20,20,20,20,20,20,20,20,20,20
mritten,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mrobers1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mroche3,326,20,180,20,20,20,20,20,20,20,20,20,20,20
mroche4,326,20,190,20,20,20,20,20,20,20,20,20,20,20
mroddy,340,20,198,20,10,20,20,20,20,20,20,20,20,20
mrohling,320,20,188,20,20,20,20,20,0,20,20,20,20,20
mrooney6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mrush,320,20,194,20,20,20,20,20,20,20,20,20,20,20
mryan32,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mryan33,340,20,200,10,20,20,20,20,20,20,20,20,20,20
msagasta,334,20,198,20,20,20,20,20,20,20,20,20,20,20
msahd,335,20,198,20,20,20,20,20,20,20,20,20,20,20
msalerno,326,20,200,20,20,20,20,20,20,20,20,20,20,20
msasse,294,20,172,20,20,20,20,20,20,20,20,20,20,18
mscanish,340,20,200,20,20,10,20,20,20,20,20,20,20,20
mschierl,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mschlic1,328,20,196,20,20,20,20,20,20,20,20,20,20,20
mschmi17,307,20,185,20,20,20,20,20,20,20,20,20,20,20
mschmi18,307,20,163,20,20,20,20,20,20,20,20,20,20,0
mschutze,301,20,188,20,20,20,20,20,20,20,20,20,20,0
mseida,301,20,172,20,20,20,20,20,20,20,20,20,20,20
mshackl2,326,20,200,20,20,20,20,20,20,20,20,20,20,20
mshan,301,20,180,20,20,20,20,20,20,20,20,20,20,20
mshanno5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
msheil,334,20,188,20,20,20,20,20,20,20,20,20,20,20
msicili1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
msilva1,340,0,200,20,20,20,20,20,20,20,20,20,20,20
msimon6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
msitzer,326,20,200,20,20,20,20,20,20,20,20,20,20,20
msloan1,326,10,172,20,20,20,20,0,20,20,20,0,20,20
msmith75,340,20,200,20,20,20,20,20,20,20,20,20,20,20
msponem,337,20,193,20,20,20,20,20,20,10,20,20,20,20
mstanfo1,334,0,200,20,20,20,20,20,20,20,20,20,20,20
mstebbi1,330,20,190,20,20,20,20,20,20,20,20,20,20,20
msteeves,320,20,163,20,20,20,20,20,20,20,20,20,20,20
msteph10,307,20,200,18,20,20,20,20,20,20,20,20,20,0
msteph11,340,20,200,20,20,20,20,20,20,20,20,20,20,20
msteure1,320,20,170,20,20,20,20,20,20,20,20,20,20,20
msuarez9,340,20,200,20,20,20,20,20,20,20,20,20,20,20
msummer2,320,20,171,20,20,20,20,20,20,20,20,20,20,20
mswiatek,280,20,180,20,20,20,20,20,20,20,20,20,20,0
mswineh1,326,20,178,20,20,20,20,20,20,20,20,20,20,20
mtagovai,326,20,188,20,0,20,0,20,20,20,0,20,20,0
mtapp,320,20,188,0,20,20,20,20,20,20,20,20,20,20
mtcheuka,340,10,194,20,20,20,20,20,20,20,20,20,20,20
mtichace,320,20,180,20,20,20,20,20,20,20,10,15,15,20
mtreacy,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mtrinh,328,20,154,20,20,0,20,20,20,20,0,20,20,20
mtwargos,340,20,200,20,20,20,20,20,20,20,20,20,20,20
muhlenbr,340,20,200,20,20,20,20,20,20,20,20,20,20,20
muhran,320,20,172,20,20,20,20,20,20,20,20,20,20,20
mvanblun,335,15,200,20,20,15,15,20,20,20,20,20,20,20
mvander4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mvaughn1,326,10,188,20,10,20,20,20,20,20,20,20,20,20
mvondras,307,20,194,20,20,20,20,20,20,20,20,20,20,20
mwhelan3,316,20,191,20,20,20,20,20,20,20,20,20,20,20
mwinche1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mwinton,340,20,194,20,20,20,20,20,20,20,20,20,20,20
mwooten,0,20,96,0,20,20,20,20,0,0,20,0,0,0
mwu4,340,20,200,20,20,20,20,20,20,20,20,20,20,
myoung12,340,10,200,20,20,20,20,20,20,20,20,20,20,20
mzachlin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mzakowsk,340,20,200,20,20,20,20,20,20,20,20,20,20,20
mzepf1,326,20,188,20,20,20,20,0,20,20,20,20,20,20
nabouche,340,20,200,20,0,20,20,20,20,20,0,20,0,20
nadrianc,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nargilag,322,20,178,20,10,20,20,20,20,0,20,20,20,20
narmbrus,334,20,188,20,20,20,20,20,20,20,20,20,20,20
nbaumer,340,20,200,20,20,20,20,20,0,20,20,20,20,20
nbenz,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nbest1,324,20,192,20,20,20,20,20,19,18,19,17,19,20
ncasal,340,20,200,20,20,10,10,20,20,20,20,20,20,20
ncateris,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ncheng,334,20,194,20,20,20,20,20,20,20,20,20,20,20
ndeely,320,20,200,20,20,20,20,20,20,20,20,20,20,20
nekwueme,340,20,200,20,20,20,20,20,20,0,0,20,20,20
nfahrney,340,20,188,20,20,20,20,10,20,20,0,20,20,20
nfenton,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nferguso,336,20,196,20,20,20,20,20,20,20,20,18,20,20
nfurneri,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ngaines,307,20,200,20,20,20,20,20,20,20,20,20,20,0
ngiannot,330,20,185,20,20,20,20,20,20,20,20,20,20,20
ngiovino,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ngodfrey,311,20,180,20,20,20,10,10,20,20,20,20,20,20
ngomezbo,340,20,200,15,0,20,20,20,20,20,20,20,20,20
nhammer,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nhaymond,340,20,188,20,20,20,20,20,20,20,20,20,20,20
nhelm,340,20,194,20,20,20,20,20,20,20,20,20,20,20
nhernan4,334,20,200,20,20,20,20,20,20,20,20,20,20,20
nho1,320,0,194,20,20,20,0,20,20,20,20,20,20,20
nholmes1,325,20,200,20,20,20,20,20,20,20,20,20,20,0
nholmes2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nhong,340,20,200,20,20,20,20,20,20,20,20,20,20,20
niovino,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nisakson,340,10,200,20,10,0,0,20,20,20,20,20,20,20
nitkin,320,20,180,20,20,20,10,10,20,20,20,20,20,20
nkavadas,340,0,180,0,20,20,20,0,20,20,20,20,20,15
nkelly3,340,20,194,20,20,20,20,20,20,20,20,20,20,20
nllauro,340,20,200,20,20,20,20,20,20,20,20,0,20,20
nlukesh,336,20,200,20,20,20,20,20,20,20,20,20,20,20
nmarti12,335,20,200,20,20,20,20,20,20,20,20,20,20,20
nmassimi,340,20,188,20,20,20,20,20,20,20,20,20,20,20
nmattapa,340,20,188,20,20,20,20,20,20,20,20,20,20,20
nmattei1,340,20,200,20,20,20,20,20,20,20,20,0,20,20
nmungan,310,20,200,20,20,20,20,20,20,20,20,20,20,20
nmunozol,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nniere,340,20,200,10,20,20,20,20,20,20,20,20,20,20
norr,335,20,200,20,20,20,20,20,20,20,20,20,20,20
npassina,301,20,200,20,20,20,20,20,20,20,20,0,20,20
npatidar,334,20,184,20,20,20,20,20,0,20,20,0,20,20
npleiman,340,20,194,20,20,20,20,20,20,20,20,0,20,20
npratt,301,20,180,20,20,20,20,20,20,20,20,20,20,20
nquartir,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nreysa,340,20,200,20,20,20,20,20,10,20,20,20,20,20
nrighi,325,20,195,20,20,20,20,20,20,20,20,20,18,20
nruiz2,325,20,200,20,20,20,20,20,20,20,20,20,20,20
nsaladin,307,20,200,20,20,20,20,20,20,20,20,20,20,20
nsanford,320,20,186,20,20,20,20,20,20,,20,20,20,10
nschoenb,326,20,194,20,20,20,20,20,20,20,20,20,20,
nsimon1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nskolds,340,20,200,20,20,20,20,20,20,20,20,20,10,20
nskora,340,20,188,20,20,20,20,20,20,20,20,20,20,20
nsow,340,20,200,10,10,20,10,20,0,0,0,20,20,
nspitzer,326,20,194,20,20,20,20,20,20,20,20,20,20,20
nspring1,320,20,200,20,20,20,20,20,20,20,20,20,0,20
ntoroczk,340,20,188,20,20,20,20,20,20,20,20,20,20,20
ntownley,340,20,188,20,20,0,20,20,20,20,20,20,20,20
ntownsen,340,20,188,20,20,20,20,20,20,20,20,20,20,20
nvadutha,340,20,188,20,20,20,20,20,20,20,20,20,20,20
nvanhoff,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nvincent,292,20,194,20,20,20,20,20,20,20,20,20,20,20
nviner,326,20,194,20,20,20,20,20,20,20,20,20,20,20
nwamble,326,20,185,20,20,20,20,20,20,20,20,20,20,20
nwarren,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nwebste1,311,20,163,0,20,20,10,20,20,20,20,20,20,20
nweindel,340,20,200,20,20,20,20,20,20,20,20,20,20,20
nyano,340,20,194,20,20,20,20,20,20,20,20,20,20,20
nyusko1,320,20,180,20,20,20,20,10,20,20,20,20,20,20
obaitlot,326,20,163,20,20,20,20,20,10,20,20,10,20,20
obarnard,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ocoyle,340,20,200,10,20,20,0,,20,20,20,20,20,20
odegnim,340,20,200,20,20,20,20,20,20,20,20,20,20,20
odonnel1,311,20,200,20,20,20,20,20,20,20,20,20,20,0
oeaddy,340,20,188,20,20,20,20,20,20,20,20,20,20,20
oegbuonu,330,20,172,20,20,20,20,20,20,20,15,18,10,20
ogallahu,300,20,186,20,20,20,20,20,20,,20,20,20,20
ogonzal3,340,20,200,10,20,20,20,20,20,20,20,20,20,20
oguntin,285,20,194,20,20,20,20,20,20,20,20,20,20,20
ohatch,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ohollowa,340,20,200,20,20,20,20,20,20,20,20,20,20,20
oivan,334,20,200,20,10,20,20,20,20,20,20,20,20,20
ojacobse,307,20,200,20,20,20,20,20,20,20,20,20,20,20
ojazbuti,340,20,200,20,20,20,20,20,20,20,20,20,20,20
olanchon,320,20,200,20,10,20,20,20,20,20,20,20,20,20
olombard,320,10,188,20,20,20,20,20,20,20,20,20,20,20
omagdale,318,8,190,20,20,20,20,20,20,20,20,20,15,20
omarcian,340,20,200,20,20,20,20,20,20,20,20,20,20,20
onisbet,340,20,168,20,20,20,20,20,0,20,20,20,20,20
ooleshch,320,20,200,20,20,20,20,20,20,20,20,20,20,20
operez2,340,20,194,20,20,20,20,20,20,20,20,20,20,20
oramire1,326,0,174,20,20,10,20,20,20,20,20,20,20,0
orubin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
oscheuer,326,20,190,20,20,20,15,20,20,20,20,20,20,20
owright,340,20,200,20,20,20,20,20,0,20,20,20,20,20
pardila1,334,20,200,20,20,20,20,20,20,20,20,20,20,20
patkins,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pbald,325,20,194,20,20,20,20,20,20,20,20,20,20,20
pbaltes,340,20,194,20,20,20,20,20,20,0,20,20,20,20
pbetz,,20,188,20,20,20,20,20,20,0,0,0,0,0
pbrady,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pbrown9,326,20,200,20,20,20,20,10,0,0,20,20,20,0
pbrown10,326,20,188,20,20,20,20,20,20,20,20,20,20,20
pcamara,301,20,172,20,20,20,20,20,20,20,20,20,20,20
pcarey1,340,20,192,20,20,20,20,20,20,20,20,20,20,20
pcaslin,326,20,172,20,20,20,20,20,20,20,20,0,,20
pcataldi,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pcliffor,326,20,188,20,20,20,20,20,20,20,20,20,20,20
pconway3,326,20,172,20,20,20,20,20,20,20,20,20,20,20
pcremin,320,0,180,20,20,0,20,10,20,20,20,20,20,20
pdelcamp,327,5,186,20,20,20,20,20,20,20,20,20,20,20
pdesousa,311,20,172,20,20,20,20,20,20,20,20,0,20,20
pdirlam,301,20,188,0,20,20,20,20,20,20,20,20,20,20
penglis2,340,20,180,20,20,0,20,20,20,20,20,20,20,20
pfarring,320,20,200,20,20,20,20,20,20,20,0,20,20,20
pflemin1,326,20,188,0,20,20,20,20,20,0,20,20,20,20
pfreita1,320,20,188,20,20,20,20,20,20,20,,20,20,0
pgorman2,320,20,188,20,20,20,20,20,20,0,20,20,20,20
pgota,340,0,132,20,10,10,20,20,20,20,20,20,20,20
pgould,340,20,188,20,20,20,20,20,20,20,20,20,20,20
phaley1,340,20,200,20,20,20,20,18,20,20,20,20,20,20
phalpin,340,20,200,20,20,20,20,20,20,20,20,20,20,10
pharris5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
phennes2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
phoward1,334,20,200,20,20,20,20,20,20,20,20,20,20,20
phuurman,326,10,180,20,20,20,20,10,0,0,0,20,20,20
piannell,340,20,194,20,20,20,20,20,20,20,20,0,20,20
